param T := 2519;
set ASSETS := AGG	DBC	DFE	DIA	DXJ	EEM	EFA	EWG	EWH	EWI	EWT	EWU	EWW	EWY	EWZ	EZU	FEZ	FXI	GDX	GLD	IAU	IBB	ITB	IVV	IWD	IWM	IYR	KBE	KRE	LQD	OIL	SDS	SH	SLV	SPY	USO	VGK	VNQ	VTI	VWO	XHB	XLB	XLE	XLF	XLI	XLK	XLP	XLU	XLV	XLY	XME	XOP;

param Ret:
	AGG	DBC	DFE	DIA	DXJ	EEM	EFA	EWG	EWH	EWI	EWT	EWU	EWW	EWY	EWZ	EZU	FEZ	FXI	GDX	GLD	IAU	IBB	ITB	IVV	IWD	IWM	IYR	KBE	KRE	LQD	OIL	SDS	SH	SLV	SPY	USO	VGK	VNQ	VTI	VWO	XHB	XLB	XLE	XLF	XLI	XLK	XLP	XLU	XLV	XLY	XME	XOP:=
1785	0.001	-0.008	0.006	-0.001	-0.005	-0.005	-0.001	-0.002	-0.006	0.010	-0.005	-0.001	0.004	-0.003	-0.012	0.000	-0.001	-0.018	-0.016	0.003	0.003	0.013	-0.002	0.000	0.001	0.000	0.000	0.007	0.007	0.002	-0.001	0.000	0.000	0.001	0.001	-0.002	0.001	0.000	0.001	-0.006	-0.012	-0.004	-0.003	0.004	0.005	-0.006	0.005	0.006	0.007	0.000	-0.017	-0.004
1786	0.005	0.006	0.013	0.000	0.000	0.018	0.009	0.010	0.008	0.010	0.012	0.009	0.025	0.002	0.017	0.010	0.010	0.018	0.035	0.015	0.014	0.018	0.014	0.003	0.002	0.005	0.012	-0.002	-0.001	0.005	0.004	-0.005	-0.002	0.029	0.003	0.003	0.010	0.014	0.003	0.019	0.012	0.003	0.001	-0.002	0.002	0.002	0.001	0.014	0.004	0.003	0.005	0.006
1787	0.001	0.000	-0.003	-0.012	-0.018	-0.012	-0.009	-0.006	-0.015	-0.015	-0.009	-0.013	-0.011	-0.002	-0.010	-0.007	-0.009	-0.020	0.029	0.006	0.007	-0.013	-0.024	-0.013	-0.011	-0.014	-0.007	-0.012	-0.011	0.002	-0.012	0.026	0.012	0.015	-0.013	-0.011	-0.008	-0.007	-0.013	-0.013	-0.023	-0.014	-0.020	-0.015	-0.012	-0.011	-0.006	-0.010	-0.008	-0.020	-0.010	-0.028
1788	-0.001	0.000	0.015	0.007	0.012	0.011	0.008	0.015	0.012	0.016	0.009	0.014	0.004	0.006	0.010	0.013	0.013	0.015	-0.024	-0.009	-0.010	0.036	0.008	0.011	0.010	0.012	0.006	0.004	0.004	-0.003	0.007	-0.022	-0.011	-0.013	0.011	0.007	0.012	0.007	0.011	0.011	0.007	0.014	0.013	0.008	0.011	0.017	0.005	0.001	0.013	0.009	0.010	0.019
1789	-0.001	0.003	0.003	0.007	0.011	0.000	0.004	0.013	-0.005	0.015	0.008	0.003	-0.004	-0.002	0.000	0.008	0.012	-0.002	0.013	-0.002	-0.002	-0.004	-0.002	0.006	0.006	0.007	0.005	0.008	0.004	0.000	0.023	-0.011	-0.006	-0.001	0.005	0.022	0.004	0.008	0.005	0.000	-0.002	0.006	-0.003	0.012	0.007	0.012	0.000	-0.002	-0.001	0.002	0.019	-0.001
1790	0.002	-0.002	-0.001	-0.004	-0.005	-0.005	0.000	-0.002	0.001	-0.004	0.002	0.000	-0.012	0.000	-0.007	-0.001	-0.004	-0.009	0.010	0.001	0.002	0.013	0.005	-0.002	-0.004	0.001	0.002	-0.006	-0.008	0.002	-0.004	0.003	0.002	-0.003	-0.001	-0.004	0.001	0.002	-0.001	-0.006	0.001	0.002	0.001	-0.006	-0.002	0.000	0.000	0.007	0.002	-0.005	0.006	0.010
1791	0.000	0.001	-0.004	0.001	0.004	-0.005	-0.003	-0.009	0.015	-0.006	-0.005	0.000	-0.006	-0.006	-0.004	-0.011	-0.011	-0.002	0.031	0.010	0.009	0.004	-0.014	-0.004	-0.004	-0.004	-0.003	0.000	0.004	0.001	0.000	0.008	0.005	0.008	-0.004	0.001	-0.006	-0.006	-0.004	-0.004	-0.013	-0.002	-0.002	-0.003	-0.005	-0.006	-0.008	0.000	-0.001	-0.004	-0.001	-0.010
1792	0.000	0.002	0.002	-0.002	0.005	-0.002	0.005	0.006	-0.007	0.009	-0.003	0.009	-0.006	0.002	-0.011	0.006	0.008	0.000	0.016	-0.010	-0.010	0.018	-0.002	0.003	0.003	0.006	0.007	0.016	0.021	-0.001	0.011	-0.007	-0.003	-0.017	0.003	0.009	0.007	0.009	0.003	-0.003	0.000	0.006	0.008	0.001	0.001	0.005	0.004	0.011	0.006	-0.001	-0.002	0.025
1793	-0.002	0.005	0.006	-0.002	0.000	0.013	0.000	-0.003	-0.002	-0.004	0.008	0.005	0.004	0.005	0.012	-0.002	-0.003	0.024	-0.026	-0.004	-0.004	0.007	0.016	0.001	0.000	0.005	0.003	0.006	0.006	-0.002	0.018	-0.001	-0.001	-0.007	0.001	0.017	0.000	0.004	0.002	0.013	0.011	-0.010	0.005	0.000	0.003	-0.001	0.000	0.001	0.001	0.003	-0.007	0.018
1794	0.003	-0.001	0.005	-0.011	-0.029	-0.025	-0.007	0.002	-0.026	0.001	-0.015	-0.005	-0.018	-0.024	-0.025	0.000	-0.001	-0.045	0.027	0.022	0.022	-0.004	0.005	-0.008	-0.010	-0.007	0.000	-0.013	-0.014	0.004	0.004	0.016	0.008	0.012	-0.008	0.005	0.000	-0.002	-0.009	-0.023	0.001	-0.015	-0.011	-0.016	-0.012	-0.002	-0.009	-0.003	-0.007	-0.007	0.000	-0.011
1795	0.002	0.000	-0.034	-0.020	-0.026	-0.026	-0.027	-0.032	-0.021	-0.031	-0.008	-0.033	-0.020	-0.029	-0.030	-0.034	-0.037	-0.023	-0.002	0.004	0.005	-0.035	-0.034	-0.022	-0.021	-0.026	-0.015	-0.024	-0.018	-0.001	-0.004	0.043	0.022	-0.005	-0.021	-0.004	-0.032	-0.013	-0.022	-0.024	-0.031	-0.027	-0.021	-0.023	-0.031	-0.019	-0.009	-0.011	-0.024	-0.019	-0.037	-0.023
1796	-0.002	-0.007	-0.007	-0.003	-0.004	-0.004	-0.005	-0.003	-0.004	-0.002	-0.017	-0.007	0.004	0.009	0.001	-0.004	-0.001	-0.002	-0.033	-0.011	-0.011	-0.022	-0.004	-0.005	-0.004	-0.015	-0.006	-0.010	-0.015	-0.002	-0.013	0.010	0.005	-0.014	-0.005	-0.010	-0.005	-0.008	-0.006	-0.007	-0.005	-0.004	-0.004	-0.006	0.001	-0.009	-0.004	0.002	-0.008	-0.004	-0.018	-0.019
1797	0.002	0.005	0.020	0.006	0.009	0.006	0.009	0.012	0.003	0.020	0.007	0.007	0.005	0.010	0.002	0.015	0.014	0.011	0.022	0.000	0.000	0.022	0.038	0.006	0.008	0.011	0.010	0.004	0.001	0.005	0.017	-0.012	-0.006	-0.002	0.006	0.013	0.009	0.008	0.007	0.007	0.018	0.006	0.008	0.013	0.009	-0.006	0.008	0.004	0.013	0.007	0.022	0.017
1798	0.003	-0.001	-0.011	-0.012	-0.010	-0.014	-0.011	-0.018	-0.018	-0.015	-0.017	-0.013	-0.009	-0.003	-0.021	-0.015	-0.018	-0.001	0.026	0.013	0.013	-0.004	-0.004	-0.010	-0.009	-0.014	-0.005	-0.014	-0.019	0.002	0.001	0.019	0.010	0.009	-0.010	0.001	-0.012	-0.005	-0.010	-0.018	-0.010	0.004	-0.006	-0.012	-0.011	-0.008	-0.018	-0.001	-0.009	-0.016	-0.001	-0.006
1799	0.000	-0.004	0.006	0.007	0.010	0.009	0.005	0.005	0.004	0.004	0.001	0.002	0.008	0.007	0.011	0.005	0.006	0.005	-0.022	-0.022	-0.022	0.029	-0.001	0.011	0.010	0.015	0.012	0.010	0.011	0.001	0.007	-0.022	-0.012	-0.028	0.011	0.006	0.003	0.015	0.012	0.010	-0.001	0.005	0.003	0.014	0.010	0.012	0.001	0.015	0.018	0.017	0.002	0.004
1800	0.002	-0.001	-0.012	-0.009	-0.028	0.002	-0.017	-0.018	-0.003	-0.011	0.005	-0.011	-0.003	0.002	-0.010	-0.018	-0.015	-0.002	0.000	0.003	0.001	-0.016	0.018	-0.006	-0.007	-0.007	0.003	-0.016	-0.019	0.003	-0.006	0.012	0.007	-0.002	-0.006	-0.004	-0.014	0.005	-0.007	0.000	0.010	-0.007	-0.013	-0.012	-0.005	0.002	-0.005	0.008	-0.009	-0.014	-0.004	-0.007
1801	0.001	0.000	-0.021	-0.021	-0.031	-0.028	-0.020	-0.016	-0.017	-0.032	-0.021	-0.022	-0.037	-0.027	-0.031	-0.020	-0.021	-0.024	-0.008	0.010	0.011	-0.030	-0.030	-0.022	-0.022	-0.031	-0.015	-0.035	-0.037	0.003	-0.009	0.045	0.023	0.009	-0.023	-0.008	-0.020	-0.016	-0.023	-0.027	-0.031	-0.023	-0.018	-0.025	-0.028	-0.021	-0.022	-0.008	-0.020	-0.026	-0.032	-0.026
1802	-0.002	0.008	0.011	0.004	0.006	0.020	0.012	0.006	0.015	0.018	0.013	0.010	0.020	0.008	0.030	0.012	0.009	0.012	0.012	-0.003	-0.002	0.011	0.011	0.007	0.007	0.008	0.010	0.016	0.019	-0.005	0.008	-0.013	-0.007	0.008	0.007	0.006	0.011	0.012	0.008	0.023	0.012	0.009	0.010	0.010	0.006	0.004	0.005	-0.006	0.010	0.012	0.009	0.017
1803	-0.003	0.002	0.003	0.001	-0.002	-0.004	0.002	0.001	-0.016	0.005	-0.005	0.003	0.000	0.002	-0.002	0.003	0.002	-0.013	-0.016	0.002	0.003	-0.017	-0.011	-0.001	-0.001	-0.007	0.000	0.000	-0.003	-0.003	-0.001	0.002	0.001	0.017	-0.001	-0.001	0.003	-0.002	-0.002	-0.003	-0.003	0.001	-0.010	-0.001	0.000	0.001	0.001	-0.004	-0.006	0.001	-0.012	-0.012
1804	0.000	0.004	0.017	0.013	0.017	0.021	0.018	0.019	0.018	0.031	0.013	0.015	0.010	0.015	0.033	0.023	0.022	0.017	-0.001	0.000	-0.001	-0.001	0.031	0.013	0.013	0.008	0.007	0.011	0.011	-0.001	0.007	-0.026	-0.013	0.005	0.013	0.005	0.020	0.007	0.012	0.020	0.028	0.015	0.015	0.015	0.014	0.011	0.011	0.007	0.006	0.021	0.009	0.014
1805	0.002	0.011	0.012	0.011	0.019	0.006	0.013	0.012	0.004	0.013	0.007	0.009	0.006	0.005	0.007	0.013	0.015	0.004	0.031	0.008	0.008	0.040	0.003	0.013	0.011	0.011	0.007	0.006	0.002	0.003	0.024	-0.027	-0.014	0.005	0.012	0.021	0.013	0.008	0.013	0.004	0.008	0.014	0.011	0.012	0.017	0.014	0.009	0.005	0.017	0.012	0.011	0.009
1806	0.001	-0.005	0.000	0.000	-0.005	-0.011	-0.003	-0.004	-0.009	-0.007	-0.008	-0.002	-0.010	-0.004	-0.016	-0.004	-0.006	-0.009	0.033	0.006	0.005	0.018	-0.012	0.001	0.000	0.003	0.009	0.002	0.001	0.000	-0.001	-0.003	-0.002	0.001	0.002	0.000	-0.003	0.009	0.001	-0.011	-0.006	0.005	-0.005	0.001	-0.006	0.002	0.004	0.007	0.008	-0.001	0.003	-0.007
1807	-0.002	0.005	0.010	0.013	0.017	0.022	0.016	0.021	0.025	0.014	0.018	0.016	0.017	0.016	0.019	0.016	0.016	0.038	0.038	0.012	0.013	0.016	0.002	0.011	0.012	0.009	0.003	0.010	0.015	-0.002	0.000	-0.023	-0.010	0.008	0.011	0.000	0.016	0.004	0.011	0.021	0.004	0.012	0.013	0.010	0.011	0.012	0.012	0.009	0.014	0.007	0.026	0.014
1808	-0.002	0.002	0.004	0.000	0.001	0.000	0.002	0.001	0.012	0.006	0.007	0.008	-0.003	0.003	-0.018	0.000	0.000	-0.001	-0.034	0.001	0.001	0.005	0.000	0.001	0.000	0.004	0.001	0.001	-0.002	-0.003	0.005	-0.002	-0.002	-0.001	0.000	0.004	0.002	0.001	0.001	-0.002	0.008	-0.002	-0.002	0.000	0.006	0.004	-0.004	0.001	0.000	0.001	-0.001	0.008
1809	0.002	0.005	0.008	0.004	-0.009	0.001	0.003	0.015	0.001	0.009	-0.003	0.003	-0.003	-0.004	0.012	0.010	0.010	0.003	0.044	0.009	0.009	0.016	0.012	0.005	0.005	0.013	0.004	0.003	0.003	0.004	0.002	-0.009	-0.004	0.016	0.005	0.002	0.007	0.004	0.006	0.001	0.005	0.009	0.005	0.004	0.001	0.007	0.005	0.011	0.007	0.003	0.016	0.014
1810	0.000	0.004	0.008	0.008	-0.008	0.012	0.004	0.003	0.003	0.013	0.013	0.005	0.011	0.015	0.003	0.005	0.005	0.009	0.019	0.013	0.013	-0.010	0.011	0.005	0.007	0.001	0.004	0.005	0.007	0.002	0.000	-0.010	-0.006	0.046	0.006	0.001	0.005	0.004	0.005	0.012	0.007	0.008	0.013	0.001	0.006	0.002	0.006	0.006	0.004	0.006	0.020	0.008
1811	0.001	0.014	0.003	-0.001	0.022	-0.009	0.009	0.004	0.001	0.003	-0.005	0.015	-0.008	-0.010	-0.027	0.003	0.004	0.001	0.004	0.002	0.002	0.026	-0.007	0.002	0.002	0.010	0.006	0.002	0.003	0.002	0.024	-0.003	-0.002	0.023	0.001	0.021	0.007	0.005	0.003	-0.008	-0.002	0.001	0.005	0.002	-0.001	0.001	-0.006	0.003	0.009	0.001	0.006	0.015
1812	-0.001	0.003	-0.007	-0.006	-0.011	-0.007	-0.007	-0.009	-0.001	-0.010	-0.004	-0.003	-0.019	-0.010	0.006	-0.009	-0.007	0.005	-0.031	-0.009	-0.009	-0.010	-0.010	-0.007	-0.007	-0.010	0.000	-0.025	-0.028	-0.001	0.007	0.014	0.007	-0.024	-0.007	0.007	-0.007	-0.001	-0.007	-0.004	-0.005	-0.007	0.001	-0.014	-0.009	-0.003	-0.002	-0.006	-0.006	-0.008	-0.014	-0.008
1813	-0.001	0.002	0.005	0.005	-0.004	0.004	0.003	0.002	0.000	0.009	0.001	0.008	-0.005	-0.001	0.011	0.005	0.005	-0.008	0.041	0.011	0.010	0.015	0.010	0.006	0.006	0.011	-0.002	0.003	0.000	-0.001	-0.001	-0.013	-0.006	0.018	0.006	-0.001	0.006	-0.002	0.007	0.005	0.009	0.010	0.007	0.003	0.009	0.003	0.004	0.008	0.009	0.005	0.011	0.002
1814	0.001	-0.003	0.002	-0.003	0.009	0.007	0.002	0.003	0.004	-0.004	0.006	0.000	0.005	0.006	0.013	0.003	0.003	0.002	-0.005	0.000	0.000	0.012	0.010	-0.001	-0.001	0.003	0.002	0.006	0.008	0.001	-0.005	0.002	0.001	-0.001	-0.001	-0.005	0.001	0.002	-0.001	0.007	0.007	-0.003	-0.008	0.002	0.001	-0.004	-0.002	0.001	-0.002	0.002	-0.007	0.001
1815	-0.001	0.004	0.008	0.005	0.011	0.000	0.009	0.005	-0.005	0.001	-0.003	0.006	0.000	0.006	0.000	0.008	0.007	-0.012	0.006	0.011	0.010	0.013	0.000	0.004	0.007	0.007	0.002	0.015	0.019	0.001	0.002	-0.008	-0.005	0.010	0.006	0.003	0.008	0.002	0.006	-0.001	0.002	-0.003	0.015	0.007	0.008	0.004	0.004	-0.002	0.007	0.004	-0.001	0.025
1816	0.003	-0.005	-0.001	-0.001	-0.007	-0.011	-0.002	-0.002	-0.001	0.001	-0.010	-0.009	-0.014	-0.001	-0.009	0.000	0.001	-0.017	-0.014	0.002	0.002	0.004	0.011	0.000	-0.002	0.001	0.000	-0.006	-0.006	0.004	-0.006	-0.002	0.000	-0.008	0.000	-0.005	-0.001	0.003	0.000	-0.013	0.006	0.004	0.000	-0.006	-0.003	-0.003	0.004	-0.001	-0.003	0.007	-0.019	-0.007
1817	0.002	-0.003	-0.001	0.002	-0.004	0.001	-0.003	-0.007	0.003	-0.011	0.009	-0.003	-0.018	0.008	-0.001	-0.007	-0.005	0.003	-0.011	-0.009	-0.009	-0.011	0.028	0.000	0.000	0.006	0.003	0.009	0.013	0.003	0.005	0.000	0.000	-0.029	0.000	0.004	-0.004	0.002	0.001	-0.003	0.027	0.008	-0.006	-0.001	0.001	0.001	-0.001	-0.003	0.000	0.006	0.004	-0.015
1818	0.001	-0.003	0.007	0.004	0.000	0.019	0.003	-0.001	0.016	0.005	0.009	0.007	0.012	0.011	0.031	0.003	0.002	0.028	-0.003	0.001	0.002	0.007	0.007	0.005	0.004	0.005	-0.001	0.005	0.006	0.002	-0.002	-0.011	-0.006	0.002	0.005	-0.002	0.005	-0.003	0.005	0.020	0.007	0.008	0.001	0.005	0.006	0.008	0.005	-0.002	0.006	0.004	0.020	-0.001
1819	-0.001	0.003	0.010	0.003	0.002	-0.007	0.002	0.009	0.002	0.005	-0.001	0.000	-0.004	-0.005	-0.015	0.004	0.003	-0.011	-0.003	-0.005	-0.004	-0.028	-0.006	0.002	0.003	-0.004	0.007	0.007	0.012	-0.001	0.002	-0.004	-0.002	-0.005	0.003	0.001	0.004	0.009	0.002	-0.008	-0.005	0.003	0.005	0.005	0.002	0.001	0.007	0.007	0.000	0.004	-0.006	0.008
1820	0.001	0.014	-0.032	-0.009	-0.027	-0.018	-0.021	-0.034	-0.008	-0.033	-0.011	-0.018	-0.014	-0.008	-0.026	-0.030	-0.029	-0.012	0.016	0.021	0.021	-0.002	-0.009	-0.007	-0.007	-0.005	0.001	-0.009	-0.008	0.000	0.024	0.013	0.007	0.013	-0.007	0.021	-0.026	0.001	-0.007	-0.017	-0.010	-0.002	-0.006	-0.008	-0.007	-0.011	-0.005	-0.010	-0.007	-0.009	-0.004	-0.004
1821	-0.004	-0.004	0.024	0.013	0.031	0.017	0.020	0.023	0.012	0.034	0.005	0.015	0.017	0.008	0.016	0.024	0.024	0.011	-0.008	-0.012	-0.012	0.020	0.011	0.015	0.014	0.025	0.012	0.020	0.023	-0.005	-0.014	-0.029	-0.015	-0.012	0.014	-0.012	0.020	0.014	0.016	0.016	0.009	0.016	0.011	0.020	0.015	0.013	0.014	0.007	0.019	0.013	0.012	0.019
1822	0.001	-0.008	0.005	-0.002	-0.008	0.001	-0.001	-0.002	-0.002	0.014	0.004	-0.002	0.001	-0.003	0.006	0.001	0.002	-0.010	0.015	0.002	0.000	-0.003	-0.010	0.000	0.001	-0.001	-0.001	0.002	-0.001	-0.001	-0.023	-0.001	0.000	0.000	0.001	-0.022	0.000	-0.001	0.000	0.003	-0.002	0.002	-0.009	0.010	0.001	0.001	-0.003	-0.007	-0.002	0.004	0.008	-0.011
1823	-0.002	0.009	0.014	0.005	0.022	0.014	0.010	0.008	0.005	0.016	0.020	0.001	0.012	0.011	0.011	0.013	0.010	0.011	0.011	0.010	0.010	-0.027	-0.005	0.003	0.004	0.000	-0.005	0.007	0.007	-0.003	0.009	-0.005	-0.002	0.015	0.002	0.009	0.010	-0.008	0.002	0.014	-0.003	0.004	0.007	0.003	0.006	0.001	0.000	-0.005	-0.006	0.003	0.016	0.004
1824	-0.003	-0.005	-0.002	0.002	-0.001	-0.013	-0.005	-0.011	-0.014	-0.001	-0.005	-0.007	-0.005	-0.006	-0.023	-0.007	-0.008	-0.011	-0.023	-0.008	-0.008	-0.007	-0.009	0.001	0.002	0.000	-0.011	0.008	0.011	-0.004	0.007	0.000	-0.001	-0.028	0.000	0.006	-0.007	-0.011	0.000	-0.014	-0.005	-0.004	0.002	0.004	0.003	-0.003	0.003	0.003	-0.003	-0.001	-0.014	0.001
1825	0.000	-0.008	-0.007	-0.002	-0.004	-0.007	-0.006	-0.011	-0.006	0.001	-0.003	-0.012	-0.007	-0.012	-0.017	-0.005	-0.004	-0.016	-0.008	0.000	0.001	0.004	-0.019	0.000	-0.001	-0.003	-0.004	0.000	0.001	-0.002	-0.016	0.000	0.001	-0.003	-0.001	-0.013	-0.007	-0.005	-0.001	-0.006	-0.010	-0.001	0.002	0.000	-0.004	-0.002	0.001	-0.003	0.004	-0.003	-0.018	-0.007
1826	0.000	0.000	-0.007	-0.003	-0.013	-0.011	-0.007	-0.002	-0.004	-0.004	-0.008	-0.005	-0.007	-0.006	-0.006	-0.006	-0.006	-0.016	0.006	0.006	0.005	-0.005	-0.002	-0.005	-0.007	-0.010	0.005	-0.007	-0.004	0.000	-0.013	0.011	0.004	0.001	-0.005	-0.013	-0.005	0.006	-0.006	-0.012	-0.004	-0.010	-0.011	-0.007	-0.007	-0.002	0.000	-0.003	-0.002	-0.006	0.000	-0.021
1827	0.002	-0.003	-0.001	-0.001	-0.011	0.002	-0.004	-0.007	-0.004	0.003	0.011	-0.006	0.003	-0.006	0.008	-0.002	-0.001	-0.003	0.030	0.015	0.016	0.009	-0.003	0.000	0.001	0.003	0.002	-0.001	-0.002	0.004	-0.015	-0.001	0.000	0.021	0.000	-0.013	-0.003	0.003	0.001	0.004	-0.001	0.000	0.000	-0.002	-0.002	0.002	0.002	0.013	0.000	-0.001	0.010	0.007
1828	0.003	-0.005	-0.019	-0.013	-0.029	-0.018	-0.019	-0.029	-0.019	-0.025	-0.009	-0.016	-0.020	-0.017	-0.012	-0.027	-0.026	-0.025	0.026	0.003	0.003	-0.026	-0.025	-0.011	-0.009	-0.012	-0.003	-0.006	-0.005	0.004	0.001	0.022	0.010	-0.005	-0.011	0.000	-0.022	-0.005	-0.012	-0.017	-0.017	-0.007	-0.010	-0.011	-0.014	-0.013	-0.005	0.010	-0.014	-0.012	-0.004	-0.010
1829	0.000	0.005	-0.002	-0.002	-0.013	0.005	-0.002	0.011	-0.005	0.003	0.002	0.001	0.004	-0.002	-0.003	0.002	0.004	0.002	0.004	0.007	0.007	-0.004	0.001	-0.003	-0.002	0.004	0.000	-0.002	0.002	-0.001	0.006	0.006	0.003	0.013	-0.003	0.005	0.002	0.003	-0.001	0.007	0.002	0.000	0.001	-0.006	-0.004	-0.006	0.000	0.005	-0.005	-0.001	0.006	0.013
1830	-0.001	-0.011	0.019	0.011	0.012	0.012	0.013	0.018	0.009	0.028	0.008	0.007	0.008	0.017	0.008	0.017	0.017	0.001	-0.034	-0.011	-0.011	0.006	0.001	0.009	0.009	0.004	0.002	0.006	0.007	-0.001	-0.012	-0.018	-0.009	-0.014	0.009	-0.011	0.013	0.002	0.008	0.011	0.010	0.008	0.005	0.011	0.012	0.012	0.006	0.007	0.010	0.007	0.000	0.000
1831	0.001	0.005	0.007	0.006	-0.002	0.014	0.006	0.009	0.006	0.008	0.000	0.004	0.019	0.004	0.024	0.011	0.010	0.017	-0.014	-0.008	-0.008	0.026	0.015	0.007	0.007	0.015	0.004	0.007	0.005	0.003	0.013	-0.015	-0.007	-0.016	0.007	0.012	0.008	0.003	0.009	0.015	0.009	0.006	0.008	0.005	0.005	0.013	0.002	-0.001	0.011	0.004	0.014	0.019
1832	-0.004	0.000	-0.011	-0.007	0.007	-0.021	-0.012	-0.011	-0.009	-0.017	-0.020	-0.012	-0.008	-0.018	0.004	-0.014	-0.014	-0.016	-0.037	-0.019	-0.020	-0.010	0.003	-0.006	-0.005	-0.007	-0.018	0.006	0.007	-0.007	0.003	0.011	0.005	-0.011	-0.005	0.004	-0.015	-0.019	-0.006	-0.020	-0.001	-0.009	-0.008	0.000	-0.010	-0.004	-0.008	-0.016	-0.003	-0.007	-0.014	-0.008
1833	-0.001	-0.005	-0.003	0.007	-0.014	0.004	-0.004	0.001	-0.012	0.006	-0.006	-0.002	0.018	-0.007	0.023	0.003	0.006	-0.003	0.001	-0.002	-0.001	-0.005	-0.016	0.006	0.007	0.001	0.001	0.019	0.020	0.001	-0.003	-0.012	-0.005	-0.014	0.006	-0.004	0.001	0.002	0.005	0.005	-0.011	0.013	0.004	0.016	0.003	0.008	0.004	0.002	0.000	0.003	-0.004	0.008
1834	0.001	0.001	-0.010	-0.004	-0.005	0.006	-0.002	0.001	0.010	-0.013	0.001	-0.001	0.019	0.005	0.005	-0.004	-0.005	0.029	0.002	0.005	0.005	-0.047	-0.016	-0.004	-0.001	-0.005	0.008	-0.006	-0.011	0.003	0.008	0.007	0.003	0.000	-0.008	0.007	-0.003	0.009	-0.004	0.006	-0.013	-0.008	-0.002	-0.004	-0.004	-0.009	-0.006	-0.001	-0.022	-0.010	0.011	0.002
1835	0.001	0.000	-0.002	-0.001	0.003	0.010	0.003	-0.004	-0.001	0.006	0.003	-0.001	-0.003	0.007	0.012	0.000	0.000	0.016	-0.047	-0.018	-0.018	-0.028	-0.007	-0.004	-0.002	-0.011	-0.006	-0.006	-0.004	0.002	-0.002	0.008	0.004	-0.016	-0.004	-0.001	0.001	-0.007	-0.006	0.009	-0.007	-0.008	-0.002	0.000	-0.003	-0.001	-0.001	0.003	-0.011	-0.010	-0.005	-0.006
1836	-0.001	0.007	0.008	0.006	0.005	0.011	0.011	0.014	0.011	0.009	0.017	0.015	0.002	0.005	0.012	0.013	0.014	0.008	0.007	0.002	0.001	0.001	-0.001	0.000	0.000	-0.003	-0.004	-0.001	-0.001	0.000	-0.001	-0.010	-0.004	0.001	0.005	-0.001	-0.003	0.003	-0.001	0.013	0.003	0.006	0.009	-0.001	0.009	0.006	0.007	0.004	0.009	-0.006	0.004	0.006
1837	0.003	-0.001	-0.002	-0.006	0.004	0.002	0.000	0.003	-0.004	0.001	0.000	-0.005	-0.005	0.013	-0.004	0.001	0.000	0.002	-0.040	-0.008	-0.008	-0.018	-0.013	-0.007	-0.007	-0.019	-0.011	-0.011	-0.013	0.004	0.011	0.015	0.007	-0.010	-0.007	0.009	-0.002	-0.011	-0.008	0.000	-0.018	-0.014	-0.005	-0.010	-0.010	-0.012	-0.002	-0.004	0.000	-0.008	-0.027	-0.014
1838	0.001	0.009	0.004	0.000	0.016	0.013	0.005	-0.001	0.001	0.005	0.009	0.004	0.010	0.013	0.046	0.002	0.002	0.007	0.014	-0.007	-0.006	0.004	0.003	-0.002	0.000	-0.003	0.005	-0.016	-0.019	0.000	0.011	0.004	0.002	-0.001	-0.002	0.011	0.003	0.006	-0.002	0.012	-0.002	-0.003	0.008	-0.005	-0.001	-0.004	-0.001	0.008	-0.002	-0.005	0.006	0.016
1839	-0.001	0.000	0.004	0.004	0.015	0.008	0.008	0.014	0.012	0.016	0.000	0.004	0.002	0.003	0.009	0.010	0.011	0.021	0.012	0.000	-0.001	-0.029	0.016	0.004	0.005	-0.001	0.007	0.005	0.004	-0.001	0.003	-0.010	-0.005	0.003	0.005	0.003	0.007	0.006	0.004	0.008	0.018	0.007	0.013	0.004	0.007	0.004	0.003	0.001	-0.004	0.008	0.002	0.016
1840	0.000	-0.001	0.013	0.009	0.006	0.007	0.005	0.002	0.002	0.010	0.006	0.003	0.014	0.006	0.004	0.004	0.002	-0.001	-0.021	-0.008	-0.007	0.031	0.005	0.008	0.010	0.018	0.006	0.016	0.019	0.000	-0.002	-0.017	-0.008	-0.001	0.008	-0.001	0.006	0.008	0.010	0.007	0.010	0.011	0.000	0.010	0.012	0.008	0.007	0.011	0.014	0.007	0.008	0.003
1841	-0.003	-0.012	0.014	0.004	0.007	0.012	0.006	0.007	0.024	0.014	0.013	0.003	0.000	0.013	0.002	0.011	0.010	0.003	0.004	-0.002	-0.002	0.022	0.016	0.007	0.004	0.013	0.006	0.014	0.019	-0.005	-0.020	-0.013	-0.007	0.001	0.007	-0.021	0.008	0.005	0.008	0.010	0.010	0.005	0.006	0.002	0.007	0.012	-0.002	-0.007	0.006	0.014	0.004	0.006
1842	-0.002	-0.002	-0.001	0.003	0.009	0.002	0.002	-0.001	0.011	-0.014	0.002	0.002	0.006	0.000	0.024	-0.002	-0.002	-0.002	0.027	0.008	0.007	0.000	0.004	0.003	0.003	0.004	0.000	-0.002	-0.001	-0.001	0.000	-0.006	-0.003	0.007	0.003	-0.001	-0.001	0.001	0.003	0.004	0.004	0.007	0.004	0.002	0.007	0.001	0.001	-0.001	0.004	0.007	0.012	0.012
